OBJECTID_1,OBJECTID,Date,Confidence,LS_ID,Notes,DDLon,DDLat,ORIG_OID,FoundGE,NotFoundGE,FoundLS,NotFoundLS,QC_GE,QC_LS,,
4414,53775,"July 21, 2007",8,331, ,105.84379752W,39.63492882N,53774,,WL(cannot tell what happened),,,,,,
4415,53776,"July 21, 2007",8,334, ,105.84363307W,39.63584006N,53775,,WL(cannot tell what happened),,,,,,
4416,53777,"July 21, 2007",8,336, ,105.84262018W,39.63804594N,53776,,WL(cannot tell what happened),,,,,,
4417,53778,"July 21, 2007",8,337, ,105.85804348W,39.62674217N,53777,,WL(cannot tell what happened),,,,,,
4418,53779,"July 21, 2007",8,338, ,105.85357744W,39.62612633N,53778,,WL(cannot tell what happened),,,,,,
4419,53780,"July 21, 2007",8,339, ,105.85301792W,39.62542313N,53779,,WL(cannot tell what happened),,,,,,
4420,53781,"July 21, 2007",8,340, ,105.81719133W,39.62923529N,53780,,WL(cannot tell what happened),,,,,,
4421,53782,"July 21, 2007",8,341, ,105.81563616W,39.62796224N,53781,,WL(cannot tell what happened),,,,,,
4422,53783,"July 21, 2007",8,342, ,105.81450032W,39.62589782N,53782,,WL(cannot tell what happened),,,,,,
4423,53784,"July 21, 2007",8,343, ,105.81381273W,39.62551069N,53783,,WL(cannot tell what happened),,,,,,
4424,53785,"July 21, 2007",8,344, ,105.81448712W,39.62477162N,53784,,WL(cannot tell what happened),,,,,,
4425,53786,"July 21, 2007",8,345, ,105.81363958W,39.62328634N,53785,,WL(cannot tell what happened),,,,,,
4426,53787,"July 21, 2007",8,354, ,105.81178800W,39.62644842N,53786,,WL(cannot tell what happened),,,,,,
4427,53788,"July 21, 2007",8,355, ,105.81321175W,39.62679888N,53787,,WL(cannot tell what happened),,,,,,
4428,53789,"July 21, 2007",8,356, ,105.81049086W,39.62777299N,53788,,WL(cannot tell what happened),,,,,,
4429,53790,"July 21, 2007",8,359, ,105.81229624W,39.63267104N,53789,,WL(cannot tell what happened),,,,,,
4430,53791,"July 21, 2007",8,360, ,105.81281027W,39.63312697N,53790,,WL(cannot tell what happened),,,,,,
4431,53792,"July 21, 2007",8,361, ,105.81214304W,39.63333437N,53791,,WL(cannot tell what happened),,,,,,
4432,53793,"July 21, 2007",8,362, ,105.85021548W,39.64681171N,53792,,WL(cannot tell what happened),,,,,,
4433,53794,"July 21, 2007",8,363, ,105.85105137W,39.65022952N,53793,,WL(cannot tell what happened),,,,,,
4434,53795,"July 21, 2007",8,364, ,105.84695266W,39.64980896N,53794,,WL(cannot tell what happened),,,,,,
4435,53796,"July 21, 2007",8,365, ,105.84809925W,39.64614240N,53795,,WL(cannot tell what happened),,,,,,
4436,53797,"July 21, 2007",8,367, ,105.84559008W,39.64517406N,53796,,WL(cannot tell what happened),,,,,,
4437,53798,"July 21, 2007",8,368, ,105.84130848W,39.64730457N,53797,,WL(cannot tell what happened),,,,,,
4438,53799,"July 21, 2007",8,369, ,105.83889438W,39.64976833N,53798,,WL(cannot tell what happened),,,,,,
4439,53800,"July 21, 2007",8,370, ,105.83933070W,39.64922456N,53799,,WL(cannot tell what happened),,,,,,
4440,53801,"July 21, 2007",8,371, ,105.83892442W,39.64845711N,53800,,WL(cannot tell what happened),,,,,,
4441,53802,"July 21, 2007",8,372, ,105.83751674W,39.64827806N,53801,,WL(cannot tell what happened),,,,,,
4442,53803,"July 21, 2007",8,366, ,105.84717260W,39.64529769N,53802,,WL(cannot tell what happened),,,,,,
4443,53804,"July 21, 2007",8,376, ,105.82976023W,39.62571774N,53803,,WL(cannot tell what happened),,,,,,
4444,53805,"July 21, 2007",8,377, ,105.82972301W,39.62903382N,53804,,WL(cannot tell what happened),,,,,,
4445,53806,"July 21, 2007",8,378, ,105.82474930W,39.63061001N,53805,,WL(cannot tell what happened),,,,,,
4446,53807,"July 21, 2007",8,379, ,105.82302149W,39.63073039N,53806,,WL(cannot tell what happened),,,,,,
4447,53808,"July 21, 2007",8,380, ,105.82237508W,39.63149184N,53807,,WL(cannot tell what happened),,,,,,
4448,53809,"July 21, 2007",8,381, ,105.82124299W,39.63247748N,53808,,WL(cannot tell what happened),,,,,,
4449,53810,"July 21, 2007",8,382, ,105.82103645W,39.63268617N,53809,,WL(cannot tell what happened),,,,,,
4450,53811,"July 21, 2007",8,383, ,105.82271721W,39.63507554N,53810,,WL(cannot tell what happened),,,,,,
4451,53812,"July 21, 2007",8,384, ,105.82724027W,39.63953508N,53811,,WL(cannot tell what happened),,,,,,
4452,53813,"July 21, 2007",8,385, ,105.81286546W,39.62209788N,53812,,WL(cannot tell what happened),,,,,,
4453,53814,"July 21, 2007",8,386, ,105.87741955W,39.65848497N,53813,,WL(cannot tell what happened),,,,,,
4454,53815,"July 21, 2007",8,387, ,105.79394381W,39.66675344N,53814,,WL(cannot tell what happened),,,,,,
4455,53816,"July 21, 2007",8,391, ,105.82613165W,39.65354505N,53815,,WL(cannot tell what happened),,,,,,
4456,53817,"July 21, 2007",8,392, ,105.82632882W,39.65361573N,53816,,WL(cannot tell what happened),,,,,,
4457,53818,"July 21, 2007",8,393, ,105.82723765W,39.65306864N,53817,,WL(cannot tell what happened),,,,,,
4458,53819,"July 21, 2007",8,394, ,105.82749857W,39.65301722N,53818,,WL(cannot tell what happened),,,,,,
4459,53820,"July 21, 2007",8,395, ,105.82600208W,39.64951384N,53819,,WL(cannot tell what happened),,,,,,
4460,53821,"July 21, 2007",8,396, ,105.82551348W,39.64692684N,53820,,WL(cannot tell what happened),,,,,,
4461,53822,"July 21, 2007",8,397, ,105.82592059W,39.64679780N,53821,,WL(cannot tell what happened),,,,,,
4462,53823,"July 21, 2007",8,398, ,105.82622867W,39.64657936N,53822,,WL(cannot tell what happened),,,,,,
4463,53824,"July 21, 2007",8,399, ,105.86267931W,39.63568665N,53823,,WL(cannot tell what happened),,,,,,
4464,53825,"July 21, 2007",8,400, ,105.89046188W,39.75749813N,53824,,WL(cannot tell what happened),,,,,,
4465,53826,"July 21, 2007",8,402, ,105.88846137W,39.75627907N,53825,,WL(cannot tell what happened),,,,,,
4466,53827,"July 21, 2007",8,403, ,105.88664852W,39.75563519N,53826,,WL(cannot tell what happened),,,,,,
4467,53828,"July 21, 2007",8,408, ,105.87888763W,39.76363216N,53827,,WL(cannot tell what happened),,,,,,
4468,53829,"July 21, 2007",8,411, ,105.80542657W,39.75404680N,53828,,WL(cannot tell what happened),,,,,,
4469,53830,"July 21, 2007",8,412, ,105.80585128W,39.75512057N,53829,,WL(cannot tell what happened),,,,,,
4470,53831,"July 21, 2007",8,414, ,105.79522977W,39.74609803N,53830,,WL(cannot tell what happened),,,,,,
4471,53832,"July 21, 2007",8,418, ,105.80568610W,39.74313365N,53831,,WL(cannot tell what happened),,,,,,
4472,53833,"July 21, 2007",8,419, ,105.80340390W,39.72194842N,53832,,WL(cannot tell what happened),,,,,,
4473,53834,"July 21, 2007",8,420, ,105.80756042W,39.72263589N,53833,,WL(cannot tell what happened),,,,,,
4474,53835,"July 21, 2007",8,421, ,105.80667877W,39.72216448N,53834,,WL(cannot tell what happened),,,,,,
4475,53836,"July 21, 2007",8,426, ,105.80817335W,39.71998262N,53835,,WL(cannot tell what happened),,,,,,
4476,53837,"July 21, 2007",8,427, ,105.80870879W,39.71950135N,53836,,WL(cannot tell what happened),,,,,,
4477,53838,"July 21, 2007",8,428, ,105.79496415W,39.71062658N,53837,,WL(cannot tell what happened),,,,,,
4478,53839,"July 21, 2007",8,430, ,105.79347216W,39.71082600N,53838,,WL(cannot tell what happened),,,,,,
4479,53840,"July 21, 2007",8,436, ,105.85530183W,39.66387595N,53839,,WL(cannot tell what happened),,,,,,
4480,53841,"July 21, 2007",8,437, ,105.77265477W,39.64714184N,53840,,WL(cannot tell what happened),,,,,,
4481,53842,"July 21, 2007",8,439, ,105.77379330W,39.64305707N,53841,,WL(cannot tell what happened),,,,,,
4482,53843,"July 21, 2007",8,445, ,105.80092648W,39.63245715N,53842,,WL(cannot tell what happened),,,,,,
4483,53844,"July 21, 2007",8,449, ,105.80339585W,39.63681464N,53843,,WL(cannot tell what happened),,,,,,
4484,53845,"July 21, 2007",8,451, ,105.81027755W,39.63770391N,53844,,WL(cannot tell what happened),,,,,,
4485,53846,"July 21, 2007",8,452, ,105.80518388W,39.63342337N,53845,,WL(cannot tell what happened),,,,,,
4486,53847,"July 21, 2007",8,453, ,105.80555068W,39.63399749N,53846,,WL(cannot tell what happened),,,,,,
4487,53848,"July 21, 2007",8,454, ,105.80577739W,39.63357693N,53847,,WL(cannot tell what happened),,,,,,
4488,53849,"July 21, 2007",8,456, ,105.82829138W,39.62687254N,53848,,WL(cannot tell what happened),,,,,,
4489,53850,"July 21, 2007",8,464, ,105.78571096W,39.59883512N,53849,,WL(cannot tell what happened),,,,,,
4490,53851,"July 21, 2007",8,465, ,105.78551777W,39.59880939N,53850,,WL(cannot tell what happened),,,,,,
4491,53852,"July 21, 2007",8,466, ,105.78500597W,39.59902910N,53851,,WL(cannot tell what happened),,,,,,
4492,53853,"July 21, 2007",8,468, ,105.77947533W,39.60011155N,53852,,WL(cannot tell what happened),,,,,,
4493,53854,"July 21, 2007",8,469, ,105.77829519W,39.60038977N,53853,,WL(cannot tell what happened),,,,,,
4494,53855,"July 21, 2007",8,470, ,105.77743243W,39.60258959N,53854,,WL(cannot tell what happened),,,,,,
4495,53856,"July 21, 2007",8,471, ,105.77610335W,39.60335535N,53855,,WL(cannot tell what happened),,,,,,
4496,53857,"July 21, 2007",8,472, ,105.77559734W,39.60295777N,53856,,WL(cannot tell what happened),,,,,,
4497,53858,"July 21, 2007",8,473, ,105.77370586W,39.60172694N,53857,,WL(cannot tell what happened),,,,,,
4498,53859,"July 21, 2007",8,474, ,105.77436551W,39.60088908N,53858,,WL(cannot tell what happened),,,,,,
4499,53860,"July 21, 2007",8,475, ,105.77193401W,39.59733262N,53859,,WL(cannot tell what happened),,,,,,
4500,53861,"July 21, 2007",8,476, ,105.77198132W,39.59697189N,53860,,WL(cannot tell what happened),,,,,,
4501,53862,"July 21, 2007",8,477, ,105.77333285W,39.59594022N,53861,,WL(cannot tell what happened),,,,,,
4502,53863,"July 21, 2007",8,478, ,105.77218193W,39.59533967N,53862,,WL(cannot tell what happened),,,,,,
4503,53864,"July 21, 2007",8,479, ,105.77314853W,39.59206245N,53863,,WL(cannot tell what happened),,,,,,
4504,53865,"July 21, 2007",8,483, ,105.78840818W,39.60986813N,53864,,WL(cannot tell what happened),,,,,,
4505,53866,"July 21, 2007",8,2, ,105.85481641W,39.74760718N,53865,,WL(cannot tell what happened),,,,,,
4506,53867,"July 21, 2007",8,1, ,105.85409150W,39.74845046N,53866,,WL(cannot tell what happened),,,,,,
4507,53868,"July 21, 2007",8,404, ,105.88645788W,39.75544744N,53867,,WL(cannot tell what happened),,,,,,
4508,53869,"July 21, 2007",8,401, ,105.89023307W,39.75718002N,53868,,WL(cannot tell what happened),,,,,,
4509,53870,"July 21, 2007",8,6, ,105.83967931W,39.73853629N,53869,,WL(cannot tell what happened),,,,,,
4510,53871,"July 21, 2007",8,7, ,105.83586666W,39.73692395N,53870,,WL(cannot tell what happened),,,,,,
4511,53872,"July 21, 2007",8,8, ,105.83488120W,39.73755275N,53871,,WL(cannot tell what happened),,,,,,
4512,53873,"July 21, 2007",8,409, ,105.83776751W,39.73560827N,53872,,WL(cannot tell what happened),,,,,,
4513,53874,"July 21, 2007",8,27, ,105.83941538W,39.73325372N,53873,,WL(cannot tell what happened),,,,,,
4514,53875,"July 21, 2007",8,23, ,105.84265499W,39.73330683N,53874,,WL(cannot tell what happened),,,,,,
4515,53876,"July 21, 2007",8,13, ,105.84441525W,39.73160463N,53875,,WL(cannot tell what happened),,,,,,
4516,53877,"July 21, 2007",8,17, ,105.84438742W,39.73150572N,53876,,WL(cannot tell what happened),,,,,,
4517,53878,"July 21, 2007",8,15, ,105.84397572W,39.73350898N,53877,,WL(cannot tell what happened),,,,,,
4518,53879,"July 21, 2007",8,14, ,105.84384679W,39.73325312N,53878,,WL(cannot tell what happened),,,,,,
4519,53880,"July 21, 2007",8,10, ,105.84722982W,39.73131832N,53879,,WL(cannot tell what happened),,,,,,
4520,53881,"July 21, 2007",8,11, ,105.84764674W,39.73245957N,53880,,WL(cannot tell what happened),,,,,,
4521,53882,"July 21, 2007",8,113, ,105.85499572W,39.72667068N,53881,,WL(cannot tell what happened),,,,,,
4522,53883,"July 21, 2007",8,111, ,105.85387614W,39.72680506N,53882,,WL(cannot tell what happened),,,,,,
4523,53884,"July 21, 2007",8,425, ,105.80758670W,39.71941906N,53883,,WL(cannot tell what happened),,,,,,
4524,53885,"July 21, 2007",8,424, ,105.80688046W,39.72026192N,53884,,WL(cannot tell what happened),,,,,,
4525,53886,"July 21, 2007",8,423, ,105.80713259W,39.72130986N,53885,,WL(cannot tell what happened),,,,,,
4526,53887,"July 21, 2007",8,422, ,105.80600946W,39.72226824N,53886,,WL(cannot tell what happened),,,,,,
4527,53888,"July 21, 2007",8,429, ,105.79355785W,39.71105067N,53887,,WL(cannot tell what happened),,,,,,
4528,53889,"July 21, 2007",8,431, ,105.79653451W,39.71394510N,53888,,WL(cannot tell what happened),,,,,,
4529,53890,"July 21, 2007",8,92, ,105.81710783W,39.70858519N,53889,,WL(cannot tell what happened),,,,,,
4530,53891,"July 21, 2007",8,435, ,105.85564548W,39.68786330N,53890,,WL(cannot tell what happened),,,,,,
4531,53892,"July 21, 2007",8,207, ,105.86434003W,39.68424436N,53891,,WL(cannot tell what happened),,,,,,
4532,53893,"July 21, 2007",8,208, ,105.85775343W,39.67394039N,53892,,WL(cannot tell what happened),,,,,,
4533,53894,"July 21, 2007",8,118, ,105.86357530W,39.67220331N,53893,,WL(cannot tell what happened),,,,,,
4534,53895,"July 21, 2007",8,120, ,105.86526270W,39.66876684N,53894,,WL(cannot tell what happened),,,,,,
4535,53896,"July 21, 2007",8,124, ,105.86101460W,39.65772475N,53895,,WL(cannot tell what happened),,,,,,
4536,53897,"July 21, 2007",8,125, ,105.86130288W,39.65744329N,53896,,WL(cannot tell what happened),,,,,,
4537,53898,"July 21, 2007",8,126, ,105.85813398W,39.65539888N,53897,,WL(cannot tell what happened),,,,,,
4538,53899,"July 21, 2007",8,127, ,105.85845582W,39.65529739N,53898,,WL(cannot tell what happened),,,,,,
4539,53900,"July 21, 2007",8,128, ,105.85769609W,39.65265397N,53899,,WL(cannot tell what happened),,,,,,
4540,53901,"July 21, 2007",8,389, ,105.85627783W,39.65050646N,53900,,WL(cannot tell what happened),,,,,,
4541,53902,"July 21, 2007",8,388, ,105.85960254W,39.64924298N,53901,,WL(cannot tell what happened),,,,,,
4542,53903,"July 21, 2007",8,484, ,105.85010338W,39.64616379N,53902,,WL(cannot tell what happened),,,,,,
4543,53904,"July 21, 2007",8,298, ,105.85608545W,39.64010545N,53903,,WL(cannot tell what happened),,,,,,
4544,53905,"July 21, 2007",8,485, ,105.85369340W,39.63434743N,53904,,WL(cannot tell what happened),,,,,,
4545,53906,"July 21, 2007",8,486, ,105.86534008W,39.62819728N,53905,,WL(cannot tell what happened),,,,,,
4546,53907,"July 21, 2007",8,214, ,105.87158944W,39.62361835N,53906,,WL(cannot tell what happened),,,,,,
4547,53908,"July 21, 2007",8,487, ,105.82525291W,39.63110201N,53907,,WL(cannot tell what happened),,,,,,
4548,53909,"July 21, 2007",8,357, ,105.81194271W,39.62843863N,53908,,WL(cannot tell what happened),,,,,,
4549,53910,"July 21, 2007",8,353, ,105.81104449W,39.62594903N,53909,,WL(cannot tell what happened),,,,,,
4550,53911,"July 21, 2007",8,349, ,105.81128529W,39.62430746N,53910,,WL(cannot tell what happened),,,,,,
4551,53912,"July 21, 2007",8,348, ,105.81137280W,39.62413115N,53911,,WL(cannot tell what happened),,,,,,
4552,53913,"July 21, 2007",8,347, ,105.81125361W,39.62387068N,53912,,WL(cannot tell what happened),,,,,,
4553,53914,"July 21, 2007",8,346, ,105.81114115W,39.62368675N,53913,,WL(cannot tell what happened),,,,,,
4554,53915,"July 21, 2007",8,350, ,105.81148212W,39.62448179N,53914,,WL(cannot tell what happened),,,,,,
4555,53916,"July 21, 2007",8,351, ,105.81141811W,39.62458135N,53915,,WL(cannot tell what happened),,,,,,
4556,53917,"July 21, 2007",8,352, ,105.81275256W,39.62520725N,53916,,WL(cannot tell what happened),,,,,,
4557,53918,"July 21, 2007",8,450, ,105.80652396W,39.63568468N,53917,,WL(cannot tell what happened),,,,,,
4558,53919,"July 21, 2007",8,205, ,105.80874159W,39.63627296N,53918,,WL(cannot tell what happened),,,,,,
4559,53920,"July 21, 2007",8,447, ,105.80297917W,39.63624085N,53919,,WL(cannot tell what happened),,,,,,
4560,53921,"July 21, 2007",8,448, ,105.80281646W,39.63681414N,53920,,WL(cannot tell what happened),,,,,,
4561,53922,"July 21, 2007",8,201, ,105.79588160W,39.63676725N,53921,,WL(cannot tell what happened),,,,,,
4562,53923,"July 21, 2007",8,444, ,105.79671392W,39.63577041N,53922,,WL(cannot tell what happened),,,,,,
4563,53924,"July 21, 2007",8,202, ,105.79463093W,39.63914104N,53923,,WL(cannot tell what happened),,,,,,
4564,53925,"July 21, 2007",8,203, ,105.79379767W,39.63910619N,53924,,WL(cannot tell what happened),,,,,,
4565,53926,"July 21, 2007",8,443, ,105.79248267W,39.63888540N,53925,,WL(cannot tell what happened),,,,,,
4566,53927,"July 21, 2007",8,442, ,105.78793405W,39.64471452N,53926,,WL(cannot tell what happened),,,,,,
4567,53928,"July 21, 2007",8,441, ,105.77301510W,39.64126469N,53927,,WL(cannot tell what happened),,,,,,
4568,53929,"July 21, 2007",8,440, ,105.77433560W,39.64266601N,53928,,WL(cannot tell what happened),,,,,,
4569,53930,"July 21, 2007",8,438, ,105.77443562W,39.64298071N,53929,,WL(cannot tell what happened),,,,,,
4570,53931,"July 21, 2007",8,457, ,105.81795862W,39.61251111N,53930,,WL(cannot tell what happened),,,,,,
4571,53932,"July 21, 2007",8,480, ,105.76156795W,39.59733796N,53931,,WL(cannot tell what happened),,,,,,
4572,53933,"July 21, 2007",8,145, ,105.84120985W,39.66254624N,53932,,WL(cannot tell what happened),,,,,,
4573,53934,"July 21, 2007",8,144, ,105.84199954W,39.66274776N,53933,,WL(cannot tell what happened),,,,,,
4574,53935,"July 21, 2007",8,146, ,105.83885455W,39.66491497N,53934,,WL(cannot tell what happened),,,,,,
4575,53936,"July 21, 2007",8,148, ,105.83573753W,39.66687917N,53935,,WL(cannot tell what happened),,,,,,
4576,53937,"July 21, 2007",8,149, ,105.83016525W,39.66915820N,53936,,WL(cannot tell what happened),,,,,,
4577,53938,"July 21, 2007",8,100, ,105.80836561W,39.72929786N,53937,,WL(cannot tell what happened),,,,,,
4578,53939,"July 21, 2007",8,413, ,105.80605016W,39.75500205N,53938,,WL(cannot tell what happened),,,,,,
4579,53940,"July 21, 2007",8,90, ,105.81827626W,39.71072140N,53939,,WL(cannot tell what happened),,,,,,
4580,53941,"July 21, 2007",8,89, ,105.81859768W,39.71160665N,53940,,WL(cannot tell what happened),,,,,,
4581,53942,"July 21, 2007",8,117, ,105.86673743W,39.67870319N,53941,,WL(cannot tell what happened),,,,,,
4582,53943,"July 21, 2007",8,131, ,105.85860942W,39.66105835N,53942,,WL(cannot tell what happened),,,,,,
4583,53944,"July 21, 2007",8,139, ,105.85071012W,39.66110747N,53943,,WL(cannot tell what happened),,,,,,
4584,53945,"July 21, 2007",8,140, ,105.84713644W,39.66140390N,53944,,WL(cannot tell what happened),,,,,,
4585,53946,"July 21, 2007",8,143, ,105.84290029W,39.66123650N,53945,,WL(cannot tell what happened),,,,,,
4586,53947,"July 21, 2007",8,488, ,105.80753423W,39.66483965N,53946,,WL(cannot tell what happened),,,,,,
4587,53948,"July 21, 2007",8,155, ,105.79982532W,39.66100053N,53947,,WL(cannot tell what happened),,,,,,
4588,53949,"July 21, 2007",8,162, ,105.80328427W,39.65556145N,53948,,WL(cannot tell what happened),,,,,,
4589,53950,"July 21, 2007",8,159, ,105.80562978W,39.65870332N,53949,,WL(cannot tell what happened),,,,,,
4590,53951,"July 21, 2007",8,156, ,105.80176441W,39.65923465N,53950,,WL(cannot tell what happened),,,,,,
4591,53952,"July 21, 2007",8,158, ,105.80312238W,39.65929285N,53951,,WL(cannot tell what happened),,,,,,
4592,53953,"July 21, 2007",8,165, ,105.80450842W,39.65250297N,53952,,WL(cannot tell what happened),,,,,,
4593,53954,"July 21, 2007",8,166, ,105.80464907W,39.65143878N,53953,,WL(cannot tell what happened),,,,,,
